estacion,fechahora,370nm ng/m3 (ng/m3),BBP (%),CO (ppm),Dir Viento (Grados),Dir Viento 10M (Grados),HR (%),HR_2m (%),Humedad Inter (%),NO (ppb),NO2 (ppb),NOX (ppb),OZONO (ppb),PM10 (µg/m3),PM25 (µg/m3),Precipitacion (mm),Presion Baro (mmHg),Rad Solar (W/M²),SO2 (ppb),SO2 Envea (ppb),Tempe Inter (°C),Temperatura (°C),Temperatura 20M (°C),Temperatura 8M (°C),Vel Viento (m/s),Vel Viento 10M (m/s),eBC (µg/m3)
Las Ferias,2025-10-07 05:00:00,,,0.45,5.0,,80.0,,35.4,30.1,31.4,61.4,1.3,5.7,5.0,0.0,564.0,,,,25.3,9.7,,,0.8,,
Las Ferias,2025-10-07 06:00:00,,,0.81,0.0,,78.0,,35.2,38.5,30.2,68.8,1.4,16.0,16.0,0.0,564.0,,,,25.3,10.4,,,0.8,,
Las Ferias,2025-10-07 07:00:00,,,,318.0,,69.0,,35.0,45.7,29.9,75.6,3.2,11.0,11.0,0.0,564.0,,,,25.1,12.8,,,0.2,,
Las Ferias,2025-10-07 08:00:00,,,,321.0,,58.0,,34.8,58.9,38.6,97.6,,12.3,11.0,0.0,565.0,,,,24.7,16.1,,,1.1,,
Las Ferias,2025-10-07 09:00:00,,,,345.0,,52.0,,33.9,21.4,32.4,53.8,,19.0,,0.0,565.0,,,,25.5,18.2,,,1.0,,
Las Ferias,2025-10-07 10:00:00,,,,,,,,,,,,,,12.0,,,,,,,,,,,,
Las Ferias,2025-10-07 11:00:00,,,,,,,,,,,,,,12.0,,,,,,,,,,,,
Las Ferias,2025-10-07 12:00:00,,,0.39,71.0,,46.0,,30.3,5.6,13.1,18.8,21.6,18.8,9.0,0.0,564.0,,,,26.0,19.3,,,0.7,,
Las Ferias,2025-10-07 13:00:00,,,0.72,238.0,,53.0,,26.7,20.5,29.5,50.1,17.9,13.7,8.0,0.0,563.0,,,,26.0,19.3,,,2.5,,
Las Ferias,2025-10-07 14:00:00,,,0.39,108.0,,48.0,,23.8,7.2,16.1,23.5,22.5,25.2,20.0,0.0,563.0,,,,26.1,19.3,,,0.5,,
Las Ferias,2025-10-07 15:00:00,,,0.43,229.0,,43.0,,24.2,9.0,14.5,23.6,24.8,20.1,2.0,0.0,562.0,,,,26.1,21.2,,,1.9,,
MinAmbiente,2025-10-05 00:00:00,,,0.34,,,,,,2.0,6.1,8.1,24.8,3.0,3.0,0.0,,,0.4,,,,,,,,
MinAmbiente,2025-10-05 01:00:00,,,0.45,,,,,,5.7,8.2,13.9,11.1,7.0,1.0,0.0,,,0.4,,,,,,,,
MinAmbiente,2025-10-05 02:00:00,,,0.41,,,,,,4.5,7.8,12.4,11.4,8.0,0.0,0.0,,,0.4,,,,,,,,
MinAmbiente,2025-10-05 03:00:00,,,0.39,,,,,,4.8,7.4,12.2,7.1,10.0,0.0,0.0,,,0.4,,,,,,,,
MinAmbiente,2025-10-05 04:00:00,,,0.42,,,,,,6.2,8.8,15.1,7.5,7.0,4.0,0.0,,,0.4,,,,,,,,
MinAmbiente,2025-10-05 05:00:00,,,0.44,,,,,,5.5,8.0,13.6,9.0,9.0,6.0,0.0,,,0.5,,,,,,,,
MinAmbiente,2025-10-05 06:00:00,,,0.46,,,,,,7.0,8.0,15.0,15.8,14.0,4.0,0.0,,,0.4,,,,,,,,
MinAmbiente,2025-10-05 07:00:00,,,0.3,,,,,,1.6,3.3,4.9,25.8,9.0,6.0,0.0,,,0.4,,,,,,,,
MinAmbiente,2025-10-05 08:00:00,,,0.32,,,,,,2.5,5.0,7.5,30.5,7.0,3.0,0.0,,,0.5,,,,,,,,
MinAmbiente,2025-10-05 09:00:00,,,0.29,,,,,,1.3,2.9,4.2,36.1,4.0,2.0,0.0,,,0.4,,,,,,,,
MinAmbiente,2025-10-05 10:00:00,,,0.31,,,,,,1.6,4.0,5.6,37.3,3.0,2.0,0.0,,,0.5,,,,,,,,
MinAmbiente,2025-10-05 11:00:00,,,0.41,,,,,,1.4,3.2,4.6,37.4,6.0,5.0,0.0,,,0.4,,,,,,,,
MinAmbiente,2025-10-05 12:00:00,,,0.31,,,,,,2.0,3.6,5.6,37.0,12.0,6.0,0.0,,,0.5,,,,,,,,
MinAmbiente,2025-10-05 13:00:00,,,0.3,,,,,,1.8,2.8,4.7,35.4,7.0,3.0,0.0,,,0.5,,,,,,,,
MinAmbiente,2025-10-05 14:00:00,,,0.31,,,,,,2.1,3.2,5.3,34.0,7.0,5.0,0.0,,,0.5,,,,,,,,
MinAmbiente,2025-10-05 15:00:00,,,0.32,,,,,,2.0,2.9,4.9,34.4,7.0,4.0,0.0,,,0.5,,,,,,,,
MinAmbiente,2025-10-05 16:00:00,,,0.33,,,,,,2.4,4.1,6.5,33.3,6.0,6.0,0.0,,,0.6,,,,,,,,
MinAmbiente,2025-10-05 17:00:00,,,0.34,,,,,,1.5,4.9,6.4,32.5,5.0,5.0,0.0,,,0.6,,,,,,,,
MinAmbiente,2025-10-05 18:00:00,,,0.46,,,,,,3.1,9.5,12.7,26.1,2.0,2.0,0.0,,,0.3,,,,,,,,
MinAmbiente,2025-10-05 19:00:00,,,0.61,,,,,,6.4,15.4,21.8,13.0,8.0,2.0,0.0,,,0.3,,,,,,,,
MinAmbiente,2025-10-05 20:00:00,,,0.51,,,,,,5.6,12.1,17.7,16.0,8.0,3.0,0.0,,,0.3,,,,,,,,
MinAmbiente,2025-10-05 21:00:00,,,0.53,,,,,,7.4,12.0,19.5,14.5,16.0,3.0,0.0,,,0.3,,,,,,,,
MinAmbiente,2025-10-05 22:00:00,,,0.48,,,,,,5.4,13.3,18.8,16.0,3.0,3.0,0.0,,,0.3,,,,,,,,
MinAmbiente,2025-10-05 23:00:00,,,0.53,,,,,,5.0,14.4,19.5,10.0,9.0,9.0,0.0,,,0.3,,,,,,,,
MinAmbiente,2025-10-06 00:00:00,,,0.39,,,,,,3.4,12.6,16.0,8.2,7.0,5.0,0.0,,,0.2,,,,,,,,
MinAmbiente,2025-10-06 01:00:00,,,0.56,,,,,,3.1,18.8,22.0,4.3,11.0,0.0,0.0,,,0.2,,,,,,,,
MinAmbiente,2025-10-06 02:00:00,,,0.46,,,,,,1.9,16.4,18.3,7.0,12.0,7.0,0.0,,,0.2,,,,,,,,
MinAmbiente,2025-10-06 03:00:00,,,0.31,,,,,,1.0,9.2,10.2,10.3,19.0,6.0,0.0,,,0.1,,,,,,,,
MinAmbiente,2025-10-06 04:00:00,,,0.31,,,,,,3.0,8.9,12.0,9.0,10.0,4.0,0.0,,,0.1,,,,,,,,
MinAmbiente,2025-10-06 05:00:00,,,0.7,,,,,,22.1,15.1,37.3,4.6,14.0,7.0,0.0,,,0.2,,,,,,,,
MinAmbiente,2025-10-06 06:00:00,,,1.43,,,,,,54.7,20.4,75.2,2.9,30.0,11.0,0.0,,,0.4,,,,,,,,
MinAmbiente,2025-10-06 07:00:00,,,1.62,,,,,,64.9,32.0,96.9,3.9,53.0,20.0,0.0,,,0.6,,,,,,,,
MinAmbiente,2025-10-06 08:00:00,,,2.09,,,,,,80.0,56.2,136.3,6.9,90.0,29.0,0.0,,,1.0,,,,,,,,
MinAmbiente,2025-10-06 09:00:00,,,1.97,,,,,,56.9,68.2,125.2,9.1,85.0,36.0,0.0,,,0.9,,,,,,,,
MinAmbiente,2025-10-06 10:00:00,,,1.36,,,,,,26.1,53.0,79.1,18.8,59.0,25.0,0.0,,,0.9,,,,,,,,
MinAmbiente,2025-10-06 11:00:00,,,1.06,,,,,,17.0,40.6,57.7,25.8,54.0,21.0,0.0,,,0.6,,,,,,,,
MinAmbiente,2025-10-06 12:00:00,,,0.6,,,,,,7.4,21.6,29.1,28.6,37.0,17.0,0.0,,,0.4,,,,,,,,
MinAmbiente,2025-10-06 13:00:00,,,0.69,,,,,,10.6,25.3,35.9,29.6,34.0,14.0,0.0,,,0.4,,,,,,,,
MinAmbiente,2025-10-06 14:00:00,,,0.56,,,,,,5.1,20.8,26.0,31.3,36.0,15.0,0.0,,,0.3,,,,,,,,
MinAmbiente,2025-10-06 15:00:00,,,0.91,,,,,,14.6,30.6,45.3,23.9,53.0,22.0,0.0,,,0.7,,,,,,,,
MinAmbiente,2025-10-06 16:00:00,,,1.07,,,,,,15.3,39.5,54.8,19.9,60.0,31.0,0.0,,,0.9,,,,,,,,
MinAmbiente,2025-10-06 17:00:00,,,1.26,,,,,,13.6,45.0,58.6,9.7,59.0,29.0,0.0,,,0.7,,,,,,,,
MinAmbiente,2025-10-06 18:00:00,,,1.0,,,,,,12.1,27.2,39.4,9.7,35.0,11.0,0.0,,,0.4,,,,,,,,
MinAmbiente,2025-10-06 19:00:00,,,0.71,,,,,,9.1,17.7,26.9,12.6,17.0,9.0,0.0,,,0.4,,,,,,,,
MinAmbiente,2025-10-06 20:00:00,,,0.48,,,,,,7.0,11.3,18.3,17.1,5.0,4.0,0.0,,,0.3,,,,,,,,
MinAmbiente,2025-10-06 21:00:00,,,0.37,,,,,,6.0,8.2,14.2,17.2,4.0,1.0,0.0,,,0.3,,,,,,,,
MinAmbiente,2025-10-06 22:00:00,,,0.39,,,,,,5.8,10.9,16.8,14.8,10.0,3.0,0.0,,,0.3,,,,,,,,
MinAmbiente,2025-10-06 23:00:00,,,0.32,,,,,,3.8,6.6,10.5,19.9,11.0,1.0,0.0,,,0.3,,,,,,,,
MinAmbiente,2025-10-07 00:00:00,,,0.18,,,,,,1.5,5.9,7.5,14.7,7.0,1.0,0.2,,,0.3,,,,,,,,
MinAmbiente,2025-10-07 01:00:00,,,0.17,,,,,,1.1,6.7,7.9,17.8,19.0,2.0,1.0,,,0.3,,,,,,,,
MinAmbiente,2025-10-07 02:00:00,,,0.08,,,,,,0.6,1.4,2.1,28.2,,,0.6,,,0.3,,,,,,,,
MinAmbiente,2025-10-07 03:00:00,,,0.1,,,,,,0.8,4.7,5.6,23.3,,,0.5,,,0.3,,,,,,,,
MinAmbiente,2025-10-07 04:00:00,,,0.16,,,,,,3.6,6.9,10.6,11.9,,,0.0,,,0.3,,,,,,,,
MinAmbiente,2025-10-07 05:00:00,,,0.26,,,,,,6.5,10.3,16.8,7.6,,,0.0,,,0.2,,,,,,,,
MinAmbiente,2025-10-07 06:00:00,,,0.94,,,,,,30.7,19.1,49.9,3.2,4.0,,0.0,,,0.4,,,,,,,,
MinAmbiente,2025-10-07 07:00:00,,,1.53,,,,,,67.8,33.0,100.9,2.0,25.0,,0.0,,,0.4,,,,,,,,
MinAmbiente,2025-10-07 08:00:00,,,1.9,,,,,,73.2,45.9,119.1,6.4,62.0,,0.0,,,0.7,,,,,,,,
MinAmbiente,2025-10-07 09:00:00,,,1.83,,,,,,51.4,59.7,111.1,12.3,86.0,,0.0,,,0.7,,,,,,,,
MinAmbiente,2025-10-07 10:00:00,,,0.83,,,,,,20.6,28.0,48.7,21.3,48.0,,0.0,,,0.2,,,,,,,,
MinAmbiente,2025-10-07 11:00:00,,,0.22,,,,,,4.3,7.4,11.8,25.3,10.0,,0.0,,,0.0,,,,,,,,
MinAmbiente,2025-10-07 12:00:00,,,0.17,,,,,,3.6,4.7,8.4,25.6,10.0,3.0,0.0,,,0.3,,,,,,,,
MinAmbiente,2025-10-07 13:00:00,,,0.19,,,,,,3.6,4.7,8.4,23.9,12.0,1.0,0.0,,,0.3,,,,,,,,
MinAmbiente,2025-10-07 14:00:00,,,0.19,,,,,,3.6,4.8,8.4,24.4,15.0,2.0,0.0,,,0.3,,,,,,,,
MinAmbiente,2025-10-07 15:00:00,,,0.23,,,,,,5.3,7.3,12.6,,21.0,,0.0,,,0.2,,,,,,,,
Movil 7ma,2025-10-05 00:00:00,,,,230.0,,60.3,,,,,,,23.7,1.0,0.0,563.0,0.0,,,,13.8,,,0.3,,
Movil 7ma,2025-10-05 01:00:00,,,,94.0,,62.6,,,,,,,19.1,1.0,0.0,562.0,0.0,,,,13.5,,,0.2,,
Movil 7ma,2025-10-05 02:00:00,,,,64.0,,63.4,,,,,,,16.4,1.1,0.0,562.0,0.0,,,,13.4,,,,,
Movil 7ma,2025-10-05 03:00:00,,,,115.0,,63.0,,,,,,,20.4,2.4,0.0,562.0,0.0,,,,13.7,,,,,
Movil 7ma,2025-10-05 04:00:00,,,,106.0,,63.8,,,,,,,11.8,2.3,0.0,562.0,0.0,,,,13.4,,,,,
Movil 7ma,2025-10-05 05:00:00,,,,140.0,,65.4,,,,,,,22.6,2.3,0.0,563.0,1.0,,,,13.1,,,,,
Movil 7ma,2025-10-05 06:00:00,,,,54.0,,64.9,,,,,,,32.7,2.2,0.0,563.0,36.0,,,,13.4,,,,,
Movil 7ma,2025-10-05 07:00:00,,,,61.0,,58.2,,,,,,,26.0,2.4,0.0,563.0,99.0,,,,14.9,,,,,
Movil 7ma,2025-10-05 08:00:00,,,,96.0,,52.2,,,,,,,13.9,2.4,0.0,564.0,193.0,,,,16.6,,,0.6,,
Movil 7ma,2025-10-05 09:00:00,,,,172.0,,44.5,,,,,,,7.3,2.4,0.0,564.0,621.0,,,,19.7,,,0.7,,
Movil 7ma,2025-10-05 10:00:00,,,,80.0,,45.7,,,,,,,5.4,2.5,0.0,564.0,207.0,,,,19.0,,,1.3,,
Movil 7ma,2025-10-05 11:00:00,,,,197.0,,50.5,,,,,,,3.1,2.5,0.1,563.0,216.0,,,,17.9,,,0.3,,
Movil 7ma,2025-10-05 12:00:00,,,,73.0,,50.1,,,,,,,3.6,2.5,0.0,563.0,241.0,,,,18.5,,,0.8,,
Movil 7ma,2025-10-05 13:00:00,,,,82.0,,51.3,,,,,,,15.3,2.6,0.0,562.0,371.0,,,,17.9,,,0.8,,
Movil 7ma,2025-10-05 14:00:00,,,,108.0,,48.1,,,,,,,13.4,2.7,0.0,561.0,283.0,,,,19.1,,,1.8,,
Movil 7ma,2025-10-05 15:00:00,,,,174.0,,43.9,,,,,,,12.4,2.6,0.0,561.0,396.0,,,,20.0,,,1.5,,
Movil 7ma,2025-10-05 16:00:00,,,,137.0,,47.6,,,,,,,7.8,2.6,0.0,561.0,76.0,,,,17.9,,,1.2,,
Movil 7ma,2025-10-05 17:00:00,,,,224.0,,51.6,,,,,,,12.1,2.8,0.0,561.0,11.0,,,,16.5,,,0.4,,
Movil 7ma,2025-10-05 18:00:00,,,,262.0,,53.4,,,,,,,17.8,2.7,0.0,561.0,0.0,,,,15.5,,,0.1,,
Movil 7ma,2025-10-05 19:00:00,,,,138.0,,55.8,,,,,,,11.2,2.6,0.0,562.0,0.0,,,,14.9,,,0.2,,
Movil 7ma,2025-10-05 20:00:00,,,,151.0,,56.7,,,,,,,26.5,2.6,0.0,562.0,0.0,,,,14.3,,,0.6,,
Movil 7ma,2025-10-05 21:00:00,,,,128.0,,57.7,,,,,,,16.2,2.5,0.0,563.0,0.0,,,,13.7,,,0.8,,
Movil 7ma,2025-10-05 22:00:00,,,,151.0,,59.2,,,,,,,24.5,2.5,0.0,563.0,0.0,,,,13.4,,,0.1,,
Movil 7ma,2025-10-05 23:00:00,,,,202.0,,60.7,,,,,,,36.3,2.5,0.0,563.0,0.0,,,,12.8,,,0.2,,
Movil 7ma,2025-10-06 00:00:00,,,,97.0,,63.2,,,,,,,34.4,2.7,0.0,563.0,0.0,,,,12.0,,,0.2,,
Movil 7ma,2025-10-06 01:00:00,,,,123.0,,65.3,,,,,,,25.4,2.6,0.0,562.0,0.0,,,,11.5,,,0.1,,
Movil 7ma,2025-10-06 02:00:00,,,,78.0,,66.4,,,,,,,22.4,2.6,0.0,562.0,0.0,,,,11.1,,,0.2,,
Movil 7ma,2025-10-06 03:00:00,,,,90.0,,66.1,,,,,,,15.5,2.6,0.0,562.0,0.0,,,,10.7,,,0.2,,
Movil 7ma,2025-10-06 04:00:00,,,,119.0,,66.1,,,,,,,21.9,2.6,0.0,562.0,0.0,,,,10.6,,,0.1,,
Movil 7ma,2025-10-06 05:00:00,,,,89.0,,66.0,,,,,,,15.4,2.5,0.0,562.0,2.0,,,,10.6,,,0.2,,
Movil 7ma,2025-10-06 06:00:00,,,,117.0,,66.2,,,,,,,51.5,2.6,0.0,562.0,47.0,,,,11.2,,,0.1,,
Movil 7ma,2025-10-06 07:00:00,,,,87.0,,63.4,,,,,,,62.8,3.2,0.0,563.0,124.0,,,,12.9,,,0.0,,
Movil 7ma,2025-10-06 08:00:00,,,,281.0,,55.7,,,,,,,46.5,3.8,0.0,563.0,223.0,,,,15.4,,,0.0,,
Movil 7ma,2025-10-06 09:00:00,,,,12.0,,46.5,,,,,,,31.6,6.1,0.0,564.0,379.0,,,,18.2,,,0.2,,
Movil 7ma,2025-10-06 10:00:00,,,,224.0,,43.1,,,,,,,47.2,9.8,0.0,563.0,230.0,,,,19.3,,,0.3,,
Movil 7ma,2025-10-06 11:00:00,,,,348.0,,40.0,,,,,,,49.0,21.7,0.0,563.0,301.0,,,,20.4,,,0.0,,
Movil 7ma,2025-10-06 12:00:00,,,,255.0,,39.6,,,,,,,27.6,22.3,0.0,562.0,216.0,,,,20.5,,,0.1,,
Movil 7ma,2025-10-06 13:00:00,,,,256.0,,38.9,,,,,,,25.8,23.3,0.0,561.0,361.0,,,,20.9,,,0.0,,
Movil 7ma,2025-10-06 14:00:00,,,,189.0,,37.7,,,,,,,52.3,17.2,0.0,560.0,188.0,,,,21.3,,,0.4,,
Movil 7ma,2025-10-06 15:00:00,,,,260.0,,47.9,,,,,,,31.4,13.5,0.0,560.0,348.0,,,,20.3,,,0.6,,
Movil 7ma,2025-10-06 16:00:00,,,,15.0,,52.3,,,,,,,55.7,25.3,0.0,561.0,65.0,,,,19.5,,,0.5,,
Movil 7ma,2025-10-06 17:00:00,,,,234.0,,61.9,,,,,,,56.2,17.9,0.0,561.0,14.0,,,,17.4,,,0.0,,
Movil 7ma,2025-10-06 18:00:00,,,,62.0,,64.7,,,,,,,69.0,17.1,0.0,561.0,0.0,,,,16.1,,,0.3,,
Movil 7ma,2025-10-06 19:00:00,,,,182.0,,57.6,,,,,,,43.6,13.5,0.0,562.0,0.0,,,,15.8,,,0.2,,
Movil 7ma,2025-10-06 20:00:00,,,,180.0,,58.0,,,,,,,28.2,9.6,0.0,562.0,0.0,,,,15.3,,,2.0,,
Movil 7ma,2025-10-06 21:00:00,,,,203.0,,58.4,,,,,,,36.9,6.7,0.0,563.0,0.0,,,,14.8,,,0.3,,
Movil 7ma,2025-10-06 22:00:00,,,,214.0,,57.5,,,,,,,20.1,4.8,0.0,563.0,0.0,,,,14.7,,,0.5,,
Movil 7ma,2025-10-06 23:00:00,,,,198.0,,58.2,,,,,,,24.0,4.4,0.0,563.0,0.0,,,,14.9,,,0.2,,
Movil 7ma,2025-10-07 00:00:00,,,,158.0,,59.4,,,,,,,25.1,8.5,0.1,562.0,0.0,,,,14.7,,,0.0,,
Movil 7ma,2025-10-07 01:00:00,,,,185.0,,62.5,,,,,,,20.7,7.3,1.2,562.0,0.0,,,,13.6,,,1.0,,
Movil 7ma,2025-10-07 02:00:00,,,,161.0,,62.8,,,,,,,10.9,5.9,0.8,562.0,0.0,,,,12.5,,,1.8,,
Movil 7ma,2025-10-07 03:00:00,,,,32.0,,66.7,,,,,,,8.0,4.7,0.5,562.0,0.0,,,,11.7,,,0.2,,
Movil 7ma,2025-10-07 04:00:00,,,,90.0,,70.6,,,,,,,29.1,4.0,0.0,562.0,0.0,,,,11.3,,,0.1,,
Movil 7ma,2025-10-07 05:00:00,,,,158.0,,72.0,,,,,,,18.5,3.5,0.0,562.0,0.0,,,,11.0,,,0.1,,
Movil 7ma,2025-10-07 06:00:00,,,,299.0,,72.6,,,,,,,14.9,3.5,0.0,562.0,34.0,,,,11.5,,,0.1,,
Movil 7ma,2025-10-07 07:00:00,,,,344.0,,70.1,,,,,,,20.5,4.7,0.0,563.0,146.0,,,,12.9,,,0.0,,
Movil 7ma,2025-10-07 08:00:00,,,,19.0,,59.4,,,,,,,22.2,6.0,0.0,563.0,278.0,,,,15.7,,,0.1,,
Movil 7ma,2025-10-07 09:00:00,,,,34.0,,52.0,,,,,,,18.2,6.5,0.0,563.0,205.0,,,,17.5,,,0.1,,
Movil 7ma,2025-10-07 10:00:00,,,,44.0,,49.2,,,,,,,43.1,10.7,0.0,563.0,253.0,,,,18.3,,,0.0,,
Movil 7ma,2025-10-07 11:00:00,,,,213.0,,42.9,,,,,,,34.5,18.1,0.0,562.0,383.0,,,,20.0,,,0.2,,
Movil 7ma,2025-10-07 12:00:00,,,,173.0,,40.6,,,,,,,17.8,15.7,0.0,562.0,314.0,,,,20.9,,,0.8,,
Movil 7ma,2025-10-07 13:00:00,,,,244.0,,41.8,,,,,,,11.6,12.3,0.0,561.0,313.0,,,,20.4,,,0.4,,
Movil 7ma,2025-10-07 14:00:00,,,,163.0,,43.3,,,,,,,17.6,11.2,0.0,561.0,195.0,,,,19.9,,,1.0,,
Movil 7ma,2025-10-07 15:00:00,,,,264.0,,38.4,,,,,,,12.5,8.4,0.0,560.0,436.0,,,,22.0,,,0.1,,
Movil Fontibon,2025-10-05 00:00:00,,,,,,,,,,,,,33.7,6.7,,565.0,0.0,,,,14.2,,,,,
Movil Fontibon,2025-10-05 01:00:00,,,,,,,,,,,,,25.0,9.7,,565.0,0.0,,,,13.9,,,,,
Movil Fontibon,2025-10-05 02:00:00,,,,,,,,,,,,,23.2,10.4,,565.0,0.0,,,,13.3,,,,,
Movil Fontibon,2025-10-05 03:00:00,,,,,,,,,,,,,14.1,9.2,,565.0,0.0,,,,13.3,,,,,
Movil Fontibon,2025-10-05 04:00:00,,,,,,,,,,,,,15.6,7.4,,565.0,0.0,,,,13.2,,,,,
Movil Fontibon,2025-10-05 05:00:00,,,,,,,,,,,,,21.7,6.3,,565.0,2.0,,,,12.6,,,,,
Movil Fontibon,2025-10-05 06:00:00,,,,,,,,,,,,,22.7,12.8,,566.0,64.0,,,,13.1,,,,,
Movil Fontibon,2025-10-05 07:00:00,,,,,,,,,,,,,24.5,10.3,,566.0,316.0,,,,14.5,,,,,
Movil Fontibon,2025-10-05 08:00:00,,,,,,,,,,,,,26.8,7.3,,566.0,284.0,,,,16.4,,,,,
Movil Fontibon,2025-10-05 09:00:00,,,,,,,,,,,,,32.7,5.6,,566.0,285.0,,,,17.4,,,,,
Movil Fontibon,2025-10-05 10:00:00,,,,,,,,,,,,,31.0,6.8,,566.0,362.0,,,,18.1,,,,,
Movil Fontibon,2025-10-05 11:00:00,,,,,,,,,,,,,31.7,6.4,,566.0,436.0,,,,17.9,,,,,
Movil Fontibon,2025-10-05 12:00:00,,,,,,,,,,,,,21.0,7.1,,565.0,445.0,,,,18.3,,,,,
Movil Fontibon,2025-10-05 13:00:00,,,,,,,,,,,,,13.4,6.3,,565.0,402.0,,,,17.8,,,,,
Movil Fontibon,2025-10-05 14:00:00,,,,,,,,,,,,,14.8,5.0,,564.0,337.0,,,,18.8,,,,,
Movil Fontibon,2025-10-05 15:00:00,,,,,,,,,,,,,21.0,4.0,,564.0,436.0,,,,19.3,,,,,
Movil Fontibon,2025-10-05 16:00:00,,,,,,,,,,,,,15.2,4.1,,564.0,189.0,,,,19.1,,,,,
Movil Fontibon,2025-10-05 17:00:00,,,,,,,,,,,,,14.8,3.3,,564.0,30.0,,,,17.4,,,,,
Movil Fontibon,2025-10-05 18:00:00,,,,,,,,,,,,,26.5,4.5,,564.0,0.0,,,,16.3,,,,,
Movil Fontibon,2025-10-05 19:00:00,,,,,,,,,,,,,24.7,5.2,,565.0,0.0,,,,15.3,,,,,
Movil Fontibon,2025-10-05 20:00:00,,,,,,,,,,,,,33.4,4.3,,565.0,0.0,,,,14.7,,,,,
Movil Fontibon,2025-10-05 21:00:00,,,,,,,,,,,,,51.9,8.0,,565.0,0.0,,,,13.9,,,,,
Movil Fontibon,2025-10-05 22:00:00,,,,,,,,,,,,,48.7,6.0,,565.0,0.0,,,,13.5,,,,,
Movil Fontibon,2025-10-05 23:00:00,,,,,,,,,,,,,54.0,14.5,,565.0,0.0,,,,12.8,,,,,
Movil Fontibon,2025-10-06 00:00:00,,,,,,,,,,,,,47.5,14.2,,565.0,0.0,,,,12.0,,,,,
Movil Fontibon,2025-10-06 01:00:00,,,,,,,,,,,,,36.3,10.7,,565.0,0.0,,,,10.5,,,,,
Movil Fontibon,2025-10-06 02:00:00,,,,,,,,,,,,,31.0,9.7,,564.0,0.0,,,,10.6,,,,,
Movil Fontibon,2025-10-06 03:00:00,,,,,,,,,,,,,45.4,17.7,,564.0,0.0,,,,10.8,,,,,
Movil Fontibon,2025-10-06 04:00:00,,,,,,,,,,,,,46.6,13.4,,564.0,0.0,,,,10.5,,,,,
Movil Fontibon,2025-10-06 05:00:00,,,,,,,,,,,,,85.6,15.5,,564.0,5.0,,,,10.5,,,,,
Movil Fontibon,2025-10-06 06:00:00,,,,,,,,,,,,,165.0,21.2,,565.0,88.0,,,,10.7,,,,,
Movil Fontibon,2025-10-06 07:00:00,,,,,,,,,,,,,114.8,26.2,,566.0,184.0,,,,10.6,,,,,
Movil Fontibon,2025-10-06 08:00:00,,,,,,,,,,,,,80.4,36.2,,566.0,611.0,,,,13.9,,,,,
Movil Fontibon,2025-10-06 09:00:00,,,,,,,,,,,,,102.2,30.9,,566.0,478.0,,,,16.7,,,,,
Movil Fontibon,2025-10-06 10:00:00,,,,,,,,,,,,,95.9,22.1,,566.0,545.0,,,,18.2,,,,,
Movil Fontibon,2025-10-06 11:00:00,,,,,,,,,,,,,66.4,16.6,,565.0,414.0,,,,19.2,,,,,
Movil Fontibon,2025-10-06 12:00:00,,,,,,,,,,,,,62.4,12.8,,565.0,284.0,,,,18.6,,,,,
Movil Fontibon,2025-10-06 13:00:00,,,,,,,,,,,,,33.4,10.5,,564.0,583.0,,,,18.7,,,,,
Movil Fontibon,2025-10-06 14:00:00,,,,,,,,,,,,,61.0,10.7,,563.0,282.0,,,,18.4,,,,,
Movil Fontibon,2025-10-06 15:00:00,,,,,,,,,,,,,72.4,16.8,,563.0,86.0,,,,15.7,,,,,
Movil Fontibon,2025-10-06 16:00:00,,,,,,,,,,,,,71.8,25.6,,563.0,255.0,,,,16.6,,,,,
Movil Fontibon,2025-10-06 17:00:00,,,,,,,,,,,,,86.8,26.0,,563.0,20.0,,,,15.4,,,,,
Movil Fontibon,2025-10-06 18:00:00,,,,,,,,,,,,,75.8,18.6,,564.0,0.0,,,,14.5,,,,,
Movil Fontibon,2025-10-06 19:00:00,,,,,,,,,,,,,84.6,18.7,,565.0,0.0,,,,14.2,,,,,
Movil Fontibon,2025-10-06 20:00:00,,,,,,,,,,,,,99.2,29.5,,565.0,0.0,,,,15.0,,,,,
Movil Fontibon,2025-10-06 21:00:00,,,,,,,,,,,,,108.0,23.6,,565.0,0.0,,,,13.8,,,,,
Movil Fontibon,2025-10-06 22:00:00,,,,,,,,,,,,,117.8,29.2,,566.0,0.0,,,,13.2,,,,,
Movil Fontibon,2025-10-06 23:00:00,,,,,,,,,,,,,116.0,27.4,,565.0,0.0,,,,12.8,,,,,
Movil Fontibon,2025-10-07 00:00:00,,,,,,,,,,,,,99.9,25.5,,565.0,0.0,,,,12.8,,,,,
Movil Fontibon,2025-10-07 01:00:00,,,,,,,,,,,,,81.5,29.7,,565.0,0.0,,,,13.2,,,,,
Movil Fontibon,2025-10-07 02:00:00,,,,,,,,,,,,,45.4,22.5,,565.0,0.0,,,,12.3,,,,,
Movil Fontibon,2025-10-07 03:00:00,,,,,,,,,,,,,23.2,17.0,,565.0,0.0,,,,11.3,,,,,
Movil Fontibon,2025-10-07 04:00:00,,,,,,,,,,,,,15.6,13.1,,564.0,0.0,,,,11.0,,,,,
Movil Fontibon,2025-10-07 05:00:00,,,,,,,,,,,,,15.6,9.5,,565.0,3.0,,,,10.8,,,,,
